mtime,AJ,AO,AV,BJ,BX,CE,CI,CM,DG,DR,DX,EW,EZ,FV,G,GM,GX,GZ,HN,I,JP,JV,KY,KZ,LU,MP,MR,N,NO,OZ,P,PX,RT,UY,VW
2021-11-01T07:35,3630872,3469960,2626326,3317957,3210912,4832510,4303461,2896357,3063288,4617696,3404292,2358633,4190880,2670888,2717975,2965658,4717544,3222270,3844502,3908932,3436309,1858269,4516237,2550063,4480391,1800853,3213826,3170873,4013775,3686865,3780610,6410656,3840299,5256402,2857852
2021-11-01T07:40,3594543,3138547,3247802,3464086,4183408,2438172,4042766,2894688,1998683,3019058,4098466,2652611,3125158,2162507,4780500,3572347,3493829,3248257,4406010,3377980,3100085,3081951,4375374,3045742,2969109,3485439,2960355,4573463,4888361,4374165,4087674,3487576,4557662,3934626,4980327
2021-11-01T07:45,3951946,3606839,2795535,2474643,3068427,3242533,2651426,2072027,3392547,4556144,1609953,3934568,4546842,3641046,3608122,3020566,3736657,3318985,4530873,3426408,2362989,2490405,4355980,3912935,3025511,2432339,2818033,5133505,3063934,6373487,5263016,6420735,3644407,2841976,4776561
2021-11-01T07:50,3506486,2721864,2813458,5781620,2907409,3374681,3423229,1489728,3150096,3058012,2843390,3237890,4595261,3558750,5310585,2398483,3427644,2570478,4625224,3563811,3091910,3618321,2970291,4195484,3034248,2970533,3457818,2733681,3010812,4445679,4818504,3595663,2291689,2422193,3930270
2021-11-01T07:55,4294844,3022407,3196572,4704899,4728545,3364824,3345734,2376863,2541186,3013381,1275957,3640608,3166509,2847271,3605219,3391911,3115631,4492242,4441720,3220705,3009946,1931000,3753090,2499956,3416778,2968231,4165200,3253031,4057757,3062147,2733010,3577276,2837245,3851679,3764347
2021-11-01T08:00,4263279,3475424,3654438,3848938,5014584,2949700,3836728,3118353,1610035,2903976,3058917,2480978,4997553,4166443,4692970,2985170,3033958,3666679,4171123,2609308,3459434,2750612,3524053,3226106,3732197,3513259,3604242,3256834,3905602,3843907,3786864,4768720,2261835,4099690,3815426
2021-11-01T08:05,4766856,5568043,2389034,4660623,3071639,2751614,3677051,2809544,3090672,3118909,2963097,3569401,3116839,2608056,4030323,4840397,3826186,3869288,3890438,3038705,3042543,3376898,4354373,4159008,2936963,3231869,4132063,3063401,5947632,3556631,3995470,3722279,4570108,3775374,4170714
2021-11-01T08:10,2959956,3713670,4121948,4961891,4712853,4171472,3140746,3113739,3957052,4181039,2704331,3857991,2642916,3556836,3033693,2241529,3135186,5061638,3173612,3380432,4711103,2994387,4979362,1630860,3015015,2118988,5402140,2960501,5778848,4458812,4876448,4168110,2400966,2841439,3777282
2021-11-01T08:15,3834613,2923460,4260282,3308116,3052271,3725463,1730740,4084375,2005698,3666040,2862913,4203344,3909218,2858978,3103707,4279027,2448372,4090800,4372494,4213423,3808812,4012700,5285881,3320712,3231928,3061554,2662777,3854492,3763593,3312724,5126293,3767652,4008036,4239832,6267580
2021-11-01T08:20,2843315,3994390,4361732,3315578,4824836,3788829,3335635,3228606,3665448,2506651,2262233,4448208,3383052,5119112,2474821,2941899,3978882,3652812,4370334,4132433,2944977,3156881,4617058,3419569,2691294,2173386,2556368,2095585,4112146,4911278,4430928,3861815,3552075,3861152,4510823
2021-11-01T08:25,3457556,3798912,3310116,3603062,3635226,3586307,5151320,5133585,2283830,3863371,2923270,4091534,3223107,3239152,4771012,3493044,3170087,2953914,3515323,2596961,2479109,4191046,5243786,3314407,2206098,2505213,2925313,4633093,4188506,3340560,5925461,3532778,3205711,4377753,3124107
2021-11-01T08:30,3573234,4042931,1865426,3659958,3090525,3351585,2661358,3539178,3912441,2982848,3973312,4392513,2345444,4120181,3231095,4787091,4285494,4045901,3660019,3211648,2421298,2800888,4955749,2974868,4359501,3342926,4545164,3556761,6304087,5084034,5371815,4496383,3021769,4625736,4157849
2021-11-01T08:35,4365729,2879309,2502398,2593942,3352999,3861808,3413430,3545529,3927160,3441346,2188204,3352706,4048693,3045705,5771182,3733797,2344439,3950244,4299576,2066401,3308651,2634619,5052568,5224994,2253607,3580198,3758894,3419113,4148400,5176478,4805068,3484537,4319522,3820661,3366486
2021-11-01T08:40,2541101,2512373,2650613,4564866,4926202,4581896,3266351,4094882,2304605,2743443,3056294,2403757,3059258,4055640,3013773,3639570,2981072,4579305,4920147,3116024,3616752,3297528,5722180,3716989,4193525,3877777,3087313,4174454,4370013,5136581,4796051,3997772,3932454,3991202,4504018
2021-11-01T08:45,2780169,3490889,3442418,3883497,3403761,4199898,4228304,2483700,2600981,4224855,3822858,4027570,5149701,4484619,4526572,3732886,2242279,3357071,2734381,3486181,4077212,3044027,2868183,3276167,3374442,1700754,4647697,4095782,4368639,3538276,5546360,2871274,6339293,4295643,3923695
2021-11-01T08:50,4788996,3073274,4219822,3748600,3078028,4130099,3162955,3067591,3789245,3504554,3940228,4186790,3399915,3797372,3324309,3898204,3123740,3493346,4515498,3960761,3077584,2039538,3238948,5262118,5091091,1631741,3043903,3471970,3281021,3202257,4467605,2956595,2992317,4368009,5917948
2021-11-01T08:55,3585665,3869234,2591249,3103346,5777979,3410542,4110424,3270232,3671290,4156408,2364530,3491546,5106275,2954631,4433813,3288808,2648595,3766858,5102258,2771220,3449589,2619467,3694323,3068581,3628337,2835224,3316853,2735933,4005020,4593761,4323911,4130990,3486836,2719174,2099584
2021-11-01T09:00,4539957,3898170,3421204,3976331,3347869,3579510,3792099,3360068,2759474,2969255,2101893,3425983,3120047,1887992,2848175,3837725,2830285,3623688,4212221,4579237,4451184,2433892,3355683,3632301,4211237,3810813,2708914,4192645,4773026,4095490,5269233,3599998,3389423,3231074,4571862
2021-11-01T09:05,4295897,3628134,2617333,3908694,2914521,3872389,3169693,4121918,3207589,5840240,2089617,3683798,2415335,2978033,3648129,3537445,3925846,4369644,3220299,3321371,3762282,2517178,4391985,3619651,3826298,2855336,4348844,3371263,3898763,3123726,4533738,2754698,2799576,2395546,3079128
2021-11-01T09:10,3296043,4786988,2374521,3483896,4697274,3206265,3328588,2896106,2969516,5083444,3171835,4022115,3552547,3841286,4107603,2676610,2508805,4210409,4168340,3888493,3566354,3042743,4983306,3278799,4127750,3061453,1750722,4675339,3377705,3797352,4653221,5239221,2838543,2772354,3618663
2021-11-01T09:15,4042678,4330514,1492184,4330771,2727357,4184189,2270160,4173553,3129822,2697976,3428124,2961557,5411953,3183630,3734915,4008388,2498008,3019715,3398641,3407216,2975853,3376188,3846284,2946358,3753398,4024910,3140980,3421275,2426507,4188690,4202710,4031902,3013043,3386578,3878793
2021-11-01T09:20,3882108,4293017,4267935,4101484,3631051,3182804,2822815,2897369,2749671,3764161,3785629,4561462,3905253,4888166,2565883,4036828,2940484,4284912,3225384,2661197,4941544,2666132,3695467,3095440,2931893,3430513,3569894,5811331,3702651,4677692,4004733,3924131,3265463,3347743,5435912
2021-11-01T09:25,3411398,3239554,3455041,3498543,3018921,3191555,2483366,3326253,3439206,3393841,2334263,4014705,3099766,3118577,2948958,3646460,4094675,2531716,2525661,3838662,3263352,3087846,4459246,2556607,2435139,3229520,4134549,3736164,4793442,5932274,3618210,3376375,4466376,3365875,3433304
2021-11-01T09:30,4579248,3603173,3812469,4173141,3460505,3395223,4398839,2412397,4445459,4675330,2455007,3634787,2973825,3255243,4138849,4391396,3767097,3200800,3225690,4769554,3002969,2987594,5301872,3313005,2707293,3168743,2708380,2454883,5061943,3184048,4013633,4664263,4721926,4343971,4771488
2021-11-01T09:35,4443689,2956484,2677394,3633179,3936633,4168701,3866585,2616923,2889611,3282508,3305979,4080010,3965961,2374289,4377117,3857700,3896055,3325595,4058447,3762370,3186797,3341329,3490584,3634284,3742808,4512647,2268265,4266894,4393986,4706939,4532305,5065696,2913486,5639653,4421722
2021-11-01T09:40,4956189,3611574,3691133,3535986,3855923,3838496,3137105,3212669,3877343,3567878,3339145,3465811,2491270,3352010,3308900,3733363,3328438,3167383,2473050,4542627,3157987,2907634,4152017,3757310,4568502,3297097,3672584,4560141,3629919,3728257,3657705,3255421,3958319,3532739,3563531
2021-11-01T09:45,3728364,3831970,2557856,4330374,4498808,4231734,4121924,3730061,2655769,3040092,2701087,5266203,2848039,3980440,2657631,3293399,2114829,4682397,5670617,2901825,2575530,2459927,5085313,3577611,3607481,2558327,4003421,3558934,4503075,3702026,5030428,5610486,4737609,3298098,3586004
2021-11-01T09:50,3001548,3564048,4018843,3910051,4247884,2904223,2968406,2667303,2979592,4589822,4139778,3113288,3651068,3636795,2456640,3874153,3317414,3357101,3473419,2325256,2885970,1715613,4761776,3862116,2818307,2493400,5789654,3470614,4615251,5400587,3513685,5450052,3338879,4089233,3551159
2021-11-01T09:55,3359077,3226204,3929294,4554922,3903656,2965373,4161292,3349284,1876738,5045686,3765436,2506684,3904396,1291314,2810870,2779961,3159878,2069865,2536182,4079648,3962809,3303152,3493783,4032157,2958066,3924613,2978749,3232975,3383032,3769855,4198707,3298357,2994655,4392436,3947796
2021-11-01T10:00,4557893,4824511,3040853,5036641,3157604,4142684,1969755,2556755,3066490,4169214,2368482,4063303,2462293,3356928,3309482,2928025,4602248,3028569,3608894,3065399,2321715,2137907,3399556,3905792,3562870,3762708,2888272,3409141,4512428,3525553,4688823,5277015,2653592,4712248,3392556
2021-11-01T10:05,3139271,3675825,3307867,3739546,4052817,3849769,2553473,2639046,2992036,4634459,3940789,3113842,2797672,3139387,3717044,3201434,3306926,3373940,4320556,2208276,3570264,2296387,4224029,3688731,4051418,2969932,2383302,4363266,4456179,4453894,4869358,4535140,3271352,3960163,3087724
2021-11-01T10:10,1611527,4479463,3249431,4195712,2698226,3479999,4525636,3286960,2784111,3683365,4844467,3304395,3201383,3291615,3820003,2586188,2163618,2949975,4950476,4628361,2798216,3450561,4053630,3364841,3783998,1760615,3506228,4034451,3522486,3948500,4419560,4942005,4441136,3235116,3559935
2021-11-01T10:15,4077547,3586728,3095116,3201152,2887005,2664275,3401371,2406260,3463054,4286455,3807292,3957650,4034080,3665967,4367631,4168576,2871082,3297755,3941487,3652521,4015619,3395462,3303746,3424642,3869079,2560902,3624508,4182918,3148244,3502931,3798631,5389652,3612104,3902907,4182531
2021-11-01T10:20,4128403,2885263,4004746,3736017,3142410,3137801,3517915,2697458,4181221,4246749,2051058,2329625,2972751,2384141,3649559,2678114,3307191,3723140,3198812,4042116,3322393,3411458,3952724,3493552,4448475,3815438,3425767,3644467,2268085,4864872,3215725,2973375,4744964,2953149,2201283
2021-11-01T10:25,3259348,4636253,2849008,4521354,2451285,3427322,2708985,2692294,3978452,3428776,3349066,4792119,3323632,3220185,4327177,2557967,4291785,2710930,4205253,4075841,4026148,2653514,4588662,3731904,1899205,3434197,2963947,3767323,4425604,4596929,4383161,4101214,4031431,4269559,4573342
2021-11-01T10:30,3318414,4642081,2830280,3476755,4495585,4040741,3850351,2025611,3469087,4785979,2263624,3222371,3655920,2180920,4755060,2903074,2826280,4360594,2689741,2812579,2785514,3496433,3961660,3834816,4545177,3045361,2160523,3911483,4247316,4346945,3883604,3777489,5285699,2866917,4214264
2021-11-01T10:35,3827461,2653315,3467417,3638579,3492626,2228176,4136662,3730360,3573309,3365542,2198748,3884905,4233419,4420486,3336530,3783840,2464330,4821739,3708589,2846262,3365015,2548830,5765496,3689250,3363904,3265842,4418567,4368929,3345811,4208291,3401790,3944218,4769683,3025294,3109195
2021-11-01T10:40,3294756,4365171,3090831,4195382,3545470,2919223,3256511,2413022,4078307,3770134,3406266,3474660,3083598,2383577,3703723,3519727,4213425,4319820,3696803,4003493,3189518,3581961,4950991,5124696,4273046,3385706,3201056,3381519,3986817,5002108,3638791,4080032,3932967,3840548,3740081
2021-11-01T10:45,3925288,3733723,3481571,5176522,4205483,3580702,3333782,2590806,2318667,2835293,3261236,3772829,3453317,3716102,3330634,3879627,3275129,3732477,3947920,3622826,3799131,4064100,4726406,3143543,4106063,4093506,4010181,2708499,2789310,5451039,3841347,5266865,4989129,4071298,4785055
2021-11-01T10:50,3102515,3808312,4972452,4586836,4149164,3603347,4096056,3167496,3243151,3589983,3245890,3079074,3798372,3768533,3840854,2818670,2435091,3277264,3126259,2823162,2903706,3711866,2973201,2785142,4007599,4160266,4212874,2717962,5112812,3719933,5761616,3334919,3229619,2237680,4479478
2021-11-01T10:55,3342221,4091805,3572934,4307757,4284918,3867096,5119635,1782475,2606253,2909037,4027254,3028105,3254427,4276798,4505203,2903306,3913048,3557895,4410798,4197390,3770953,3106899,3559002,3833875,2664510,2240434,4491427,3668017,3645782,3514973,5587281,2599173,4367083,3579953,5140694
2021-11-01T11:00,3387835,4192582,4596792,4123772,2914734,3390750,3152961,3323217,2200963,5033223,2732861,3399520,3810490,3253755,3483339,3086952,4249985,3828783,3948961,3697482,3589330,2828168,4175453,3413395,3147569,3548329,3507788,4595365,2709868,3931383,5242278,3215622,4274862,3878318,3438444
2021-11-01T11:05,2019347,3544584,3703467,4411871,2898946,4255593,3905992,1609671,3906395,4219809,2999085,4726820,4415822,3430932,2888810,3811791,2366341,3602241,3760266,4540453,4392134,2652347,2952427,4632251,3796426,3032270,4237098,3152450,2939359,3204286,4318671,5621200,2855663,3341994,4327861
2021-11-01T11:10,3228569,3938684,3673533,3424485,3063763,4252123,4548805,3252362,3354122,2669779,2504420,3816868,3624344,3853903,4539017,5633040,3395130,3670635,2680296,4007666,3842095,2832042,3845203,2753101,4325902,2146420,3117761,4797305,3242193,4547980,4406813,2729049,4836241,4164010,4093040
2021-11-01T11:15,3057875,3647861,3311071,4073541,3182691,3104717,4276473,3320339,3451676,3082604,2646483,4932685,2150780,3424579,4199735,2915602,3408082,3002149,3957641,4053321,3639797,2576728,4174425,3009347,3875434,3030298,3034603,3571207,2855205,4198167,4444376,4147137,4237361,4449816,3091897
2021-11-01T11:20,3746446,3173192,3073839,4891138,5025541,3219434,4631362,3258064,4051735,2617626,2500725,3627143,2784302,2999799,2831095,2607890,2798340,3867496,4700177,3878761,4394932,3841096,4189622,3714849,3183773,3139608,3194644,3612553,3277954,4183469,4621777,4344734,3392020,3107598,3565809
2021-11-01T11:25,2664478,3663981,2584754,3973086,3588466,3578197,4313891,3929977,3052467,3441525,3560671,2887217,3493717,3395180,3160935,4077416,2456067,4030960,3780386,2927670,3009367,2355861,3771377,4111088,3073135,4185380,2552914,2666916,3285747,3723467,4718307,4019911,2808175,3146590,4348044
2021-11-01T11:30,3068691,3651410,2172780,2589603,4009206,4135131,3710240,2860252,3067736,4604653,2465805,3512890,2603072,2491859,4574337,3260130,4369046,2887447,4426404,4543083,3447186,2684546,3352223,4728738,2375920,2252273,3535331,3628844,4467868,3952566,5413633,4298223,4547032,3592922,3871816
2021-11-01T11:35,3611228,4436672,4064816,3705041,2632410,3443082,2704025,3179254,3223064,3223118,2000283,4490612,3826101,3067900,3835990,4162445,3883182,4255042,4165386,3775292,2748913,2975997,4714282,3884844,4472171,2421241,4462242,2585045,3974219,4009172,3927112,4807825,3670749,3334265,4322950
2021-11-01T11:40,3803283,3178379,2395582,3914639,3031105,3451401,4442357,2795442,2503398,3435302,3838830,2728011,3146602,4207702,3194667,2713508,3255569,4252664,2706722,4753450,4056226,1980368,4403064,3057134,4363949,2294343,2635002,4263695,3229788,3932719,3203496,4448105,3668272,2839586,2969377
2021-11-01T11:45,3543334,3767051,2869529,4002767,2948825,3385651,4676592,3072500,3148212,4408202,2088554,3288091,4845839,3601864,4026021,3586665,3406851,3988392,4536727,2380354,4364988,2969997,4763783,2635684,2924786,3670871,3642754,4425823,4552249,4634368,3927475,5100087,3496521,4397668,2624721
2021-11-01T11:50,3850488,5205610,3014383,4503209,5601570,3901466,4640292,2293368,3054277,4181821,3272113,4813427,3765865,4610405,5279202,3507176,3717446,4919011,3901275,4107330,3180476,2245854,3260240,4208315,4720498,2985628,3026415,3827079,2978708,3130941,5743100,4953468,3696098,2776222,2974978
2021-11-01T11:55,3305782,4845317,3219584,4562376,4084504,2720026,2717573,2051478,2381554,4131728,2401125,4146795,4814266,3945134,3313866,4534734,4935565,3607590,2926078,1593981,2625735,2933239,3648109,3987448,5168992,3690283,3437298,3658467,4322031,4554042,4787562,3732284,3472115,3649399,3928839
2021-11-01T12:00,2932714,3324718,2493494,4657626,3414997,3881898,3688971,4175704,3411498,4010357,2124379,5200615,3547242,2528542,4260742,3332640,3142579,3650904,4447084,3735951,1735406,3020871,4385198,3669815,4475984,3337692,3539473,2930762,4833188,3267895,4650522,5269769,3444152,3927852,4497133
2021-11-01T12:05,3349996,3122732,3601982,3993870,3905803,3491811,4221649,2631285,4591265,3528378,2582233,3338107,3885420,2809689,4323791,4321177,3484390,3980020,3875782,3537937,3566985,2767948,4363195,2999189,3518741,4418327,2803048,4659554,3044736,4060597,3016858,5616044,4448385,3903544,4011226
2021-11-01T12:10,3635093,4112097,2581870,3441855,2419898,4035206,3688682,3926385,3068589,3772923,2866430,3301785,3986101,2422842,4238346,4031415,2859583,2486041,3555897,3673356,3275734,2918577,3182315,4722171,4054923,4397477,3587469,3476656,3729434,4457229,4563264,4007243,3922113,3214124,3650885
2021-11-01T12:15,4734281,2514001,2595524,2153734,3689208,3358489,3144923,3008178,3298291,4707207,4067356,4063588,2947419,3468560,3110642,2997582,2195289,2581732,3978211,3698443,2822072,3971560,3740546,3865331,3057863,3333066,3449264,4232447,3312024,4603636,3613796,4986697,3441367,3726705,3818008
2021-11-01T12:20,3911690,4286592,3630436,4561531,4063264,3294523,2435209,3700413,2113537,2912947,2680991,3262187,3765714,3442211,3532456,3290544,2576396,3234769,3514867,4116741,4021407,2397128,3954067,2406164,2650152,3031307,3872061,3598006,3802029,3556709,3348009,4663426,3131238,4565879,3145741
2021-11-01T12:25,2598624,3133773,2413770,3185034,4491813,3455223,3525893,3202107,3481785,3649706,2549051,3364272,2893706,2554676,4237411,3515441,2818373,2822653,3874673,4532827,3396996,3364786,4548039,3855513,4158710,2839327,3274036,3934838,3520480,3673660,3877667,3251384,3035579,5024983,3467490
2021-11-01T12:30,2867969,3639206,3517126,3596225,4171351,5199548,3431921,2464004,3369430,2980250,2200610,3299459,2723534,1703370,3034716,2725872,3658335,3391342,5184465,2939624,2834967,3916917,3323143,3539330,4114695,2236738,3879482,4696385,4224600,4806747,4513740,4724594,3187059,4461395,4021601
2021-11-01T12:35,3310904,2662805,3268171,3726367,3839994,4186012,3788113,2911009,2777657,4946101,3301956,3590258,3796484,2820312,3343422,4876740,3088703,3745879,2954923,3662164,3759616,2696552,2110402,1597085,3682033,3058318,2588181,3042208,4012701,4652473,4619029,6471139,3608080,3277829,3680120
