mtime,AR,AV,BC,BD,BF,BO,BS,BV,BY,CP,CS,DH,EF,EI,EJ,FG,FH,FL,FP,GY,HY,J,JY,KW,MO,MT,NP,NS,NW,OR,OY,QZ,SU,SX,U
2021-11-01T07:35,2700801,3943728,3593919,2667181,3553905,3466163,3134597,3207570,4994860,3385198,2881381,3854009,3774145,2009274,5167644,3847541,4709943,5222301,3719618,4196489,3175625,3008198,3899820,2439074,3732308,4496975,6397192,2621580,4559808,3245568,4175840,4233847,3846577,6247727,4872250
2021-11-01T07:40,4491956,2789180,4700223,2487782,3568457,2883503,2880377,3266794,4546576,4952421,4538049,2898072,4862820,3682974,4520047,3293621,3664673,3390594,3413693,2392392,3579771,2519593,3605608,3286797,3295436,3400456,4504030,4164343,4538316,2711928,2764678,3205437,4230153,3492365,4208614
2021-11-01T07:45,2361344,2332210,4415952,4196187,3359597,3439522,2052096,4085986,4076843,3309568,4140318,2402951,2860959,2733466,3897071,3629457,3886026,4090954,2977457,4474189,2920129,3626568,3604111,3875018,4697988,1558862,3062390,4023888,2454224,3352549,3767012,3344407,3747299,3382405,3695283
2021-11-01T07:50,3661284,3643598,4644161,3505725,2251741,2388000,2309886,3214768,3753429,3353688,2393892,5458563,3815662,3588926,3579123,4624038,5509833,2628057,2302353,3657481,3482294,3995695,3068497,3153296,3888613,3179054,3913838,2630087,3124573,2115008,2583000,4153695,4954548,4308765,3374407
2021-11-01T07:55,3857086,3532039,3164212,4319019,4013391,3556439,3497541,4945539,2937012,4896366,3357109,3261955,5246212,4022330,3706633,5015483,3984864,2438588,1863205,1810129,2598260,3610189,3371044,4518534,3119183,2295452,5068683,4918862,4075175,3139635,4237737,3232420,4956753,4326463,2067341
2021-11-01T08:00,4700908,3437039,3495291,4181278,2646965,3325225,2923499,2303755,3513456,4211918,4974994,2447360,3067089,4295001,3269070,3914620,3987683,4384158,3355501,3277106,2743719,3265060,3387467,4897739,3297910,4464843,5755105,4174707,4156006,4784844,3539513,3502491,4289002,4696766,2087610
2021-11-01T08:05,2502781,3776760,3931873,3817305,4167178,2226347,4098024,3192817,3883903,4588519,3062789,4616173,4515616,4918811,4439622,4718357,3312768,4167952,3853408,3342393,3377151,2638959,2661544,4150585,4116800,3927527,4598049,3675706,3862709,4258200,3239700,2681579,4646489,4080853,2991404
2021-11-01T08:10,3655773,3339573,3346640,3128873,1646554,4146600,3336459,3704447,3128232,3463199,3090390,4839475,4284836,4393402,4031895,4029579,4477742,3275309,3481515,2258345,2076692,2985613,3289786,3599629,2262516,3877727,4821092,4006732,4095933,2347144,2829697,4296667,5170779,3061827,3132563
2021-11-01T08:15,3401432,3708821,4599856,3639640,4212225,3445133,3149647,4874286,3797300,3173785,3767048,2668081,3167229,3189313,4143697,4160288,5108701,4344476,3876300,3233677,3780136,3918340,3643798,4273185,3488701,3825899,5462345,3476877,3331971,2392600,3924202,4012512,3906474,3367575,4616516
2021-11-01T08:20,4267677,3212142,3678374,3825298,4505761,4272963,2938432,3746410,2938225,3926324,4452746,3599739,4464750,3215869,4187840,4985047,5344130,4721039,3482693,4060365,4225171,2818769,2744816,5519713,2758689,2999289,5047457,5376750,2248748,2528686,2264192,4767684,4830874,3878148,2726582
2021-11-01T08:25,3215718,2206961,4021724,2519574,3244112,2495031,2758218,3157449,2314253,3974146,4558416,3562477,4148052,3623316,4737198,4461952,4680687,3748981,3785041,2994370,2970454,3134753,3080179,2994896,3331287,5982459,4368150,4028729,3266106,2948678,3380828,3436051,4452780,5169205,4933025
2021-11-01T08:30,3884821,3381919,4008793,3391873,4851089,3379426,2900941,3553157,3513339,4758220,4232015,5368918,3856556,3719532,4618355,4857500,4682746,4488961,3453251,2861845,3290096,3510152,2783257,4580917,2736112,3168389,4253648,3810105,3944740,3298307,4677260,3562001,4574282,4303412,3015929
2021-11-01T08:35,4346751,2655332,3799590,2173755,3704047,3736576,1984087,4777343,5402241,4436374,3051436,4721134,3385780,4327989,4412554,4271510,5157322,2304632,4060080,4798954,3055495,4927642,2758108,5177565,2571483,3525093,5100938,4750052,4885935,3206271,4958456,3623992,5997365,5428891,2044736
2021-11-01T08:40,3966555,2282154,3434968,2862180,3640188,4036389,3637738,4105156,2442476,3201638,4235784,4776853,3657637,3006958,3456846,5346413,4948756,3849548,3100986,3581401,3168776,5555380,3246332,3970205,2971744,2991851,2923167,3634762,3499994,3537636,3048807,3724215,4139714,3460765,4487893
2021-11-01T08:45,5122370,3505546,3306796,2960784,3453590,2517795,4333630,4151869,4665528,4739700,2888092,3733837,4103573,5240235,4085752,3178309,2891225,1934297,4721997,2812736,3391841,4179879,3448652,3414357,4464736,3622825,3648400,3382106,3606222,1987049,3674382,4623519,4480239,3883449,3296751
2021-11-01T08:50,3887092,3854699,5697358,2484256,4541694,3579064,2605557,3854451,2416277,3034612,4213784,3545848,2679835,3791255,5648375,4718757,2944742,3671347,2344755,3421982,2628121,3062865,3963535,2744978,3110686,4233126,4516754,4162624,2899889,3496872,4342810,4538642,3919217,2603092,3373687
2021-11-01T08:55,3465920,3314300,3904206,4479503,3206193,2803219,3290411,3510694,2598988,4140035,5266360,3268561,3162361,2567880,4211190,3680234,3651881,3386815,3083696,3583191,3898530,4125226,2912938,4719694,3922312,3980792,5305462,2816673,3838426,3829650,3939620,3449356,5086999,2685371,4441134
2021-11-01T09:00,4669516,2887030,3415761,3972655,3127746,2796996,3180240,3858344,3127237,4616869,3988871,3400667,5063240,2594554,4086544,3262082,4289150,3638920,3817352,3411123,3534076,4202949,3793767,4482012,4670465,3945932,5566352,4208713,3819745,2625601,4914206,3362316,4137498,3206542,3336788
2021-11-01T09:05,3152825,3416065,3395948,4204992,2922745,3584139,4051996,2831849,1828935,2870234,3878846,3114748,2842358,3234760,3262092,4879060,4798293,3307585,2852622,4207966,3075553,4598166,3232348,4969697,3242343,3691541,3666955,3247012,4751942,2291404,4523881,4955507,4493931,3815440,3691755
2021-11-01T09:10,4077499,2584561,5411871,3937490,3829323,2965456,2111824,3189620,3962200,4007466,4356678,3569871,4124253,3113110,3694409,3842792,5607606,4500610,2235093,3085563,3165600,3904743,3295391,3855777,3376536,5143187,4231903,2906409,2952934,3761444,4433679,4315607,3022746,4143453,3212055
2021-11-01T09:15,4423856,2776329,5160211,4474914,2040099,3042327,2156743,4371655,3106396,5277361,2654068,2355978,3945411,3475370,2773539,2861880,2926573,3463401,3837949,2172432,2550940,3249038,3485129,3448534,4193604,3591487,4803400,2866204,2611720,3548045,3471931,5318537,4408768,4854318,3787697
2021-11-01T09:20,2496424,4100123,4903714,2616637,4704112,3163229,2002032,4472486,5568088,4164965,4273931,3327457,4895695,3735567,3154578,4624716,3548028,3838748,2732231,3491984,4984815,4842544,3472242,4061200,4069221,3520742,4161839,5207045,3635845,3438747,2985317,3157847,5322857,3374846,3216018
2021-11-01T09:25,3436934,2731160,3123967,3074433,3929106,3260233,3604486,3815927,3069502,3520963,4233528,4453521,3207515,2454112,4739812,3894685,4226866,1876471,2197767,2702395,3118719,3130465,3424598,3864520,3314482,3433561,3823132,3846788,5314473,2095489,2855250,5145949,4100878,4277410,3523085
2021-11-01T09:30,2720727,2005275,4580540,3517876,4148997,2704848,2863925,3492549,3388262,5730069,4623077,4012929,3126728,1949194,3887342,5610295,3835369,3747635,4071636,4182622,2651940,2999322,3727350,3120962,3751299,4153783,3636676,4218485,5065419,3619782,2990628,3287998,5366239,3313938,4313585
2021-11-01T09:35,5147859,4531431,3508178,3936187,4367354,3677769,3035956,3223276,2268472,4069776,3288754,3588532,4457498,3196909,2812615,5221160,4091352,3465453,2430625,4203226,2324955,3500088,2940194,3078102,2864004,3687744,4557724,4023639,3449329,2574174,3944036,4285022,5061028,3858969,3650151
2021-11-01T09:40,4108238,2871110,3893843,3456658,4774065,4508698,3318852,5587474,2410600,3452489,4999106,5231657,4360503,3016894,3770559,5749817,3317079,3633657,3796437,3462391,2808772,3435731,2254232,2023717,4313698,3292021,4960488,2605143,4133678,3001650,2767134,3305854,4563515,4192899,4161440
2021-11-01T09:45,3004597,3545538,4288980,3589473,4112604,3104178,2642411,4112820,3996960,2981255,3782059,5182219,5256875,3073105,3860627,4729492,4012076,3561889,3737717,4112237,2053933,3675380,3516076,4292094,3885148,4265743,4450244,3516882,4396816,2463596,4515860,4677492,4006146,4555057,2685411
2021-11-01T09:50,3139185,3252503,2994844,3240339,2266076,4285083,3305524,4137445,4038396,4341888,3528481,3200150,4994214,3921245,4012765,4410900,3992320,3127410,3700582,3845870,3426132,4633308,2901127,3775896,4112028,3109421,4348055,3456976,3133318,3037454,4774926,3974383,3488485,4643276,4473130
2021-11-01T09:55,3380141,2668088,5226845,4583392,3722079,2507357,3501122,4511244,2184925,3628375,4395177,3276369,3828822,3320796,3641343,2310095,3630084,3104829,2372836,2468481,2877998,4966225,3304468,4050718,3410073,3108774,4543308,2255389,3609370,4031199,3580391,2593366,4306655,4059887,4007153
2021-11-01T10:00,3401580,3455689,4164487,4624355,4443544,4381327,2744787,4458951,4298471,3772931,4003321,3515128,3566437,3146481,5039630,3456061,3879357,4402135,2964328,4051632,3515522,4060431,2666012,4349813,4386361,4093223,3019204,4428918,4022868,2810563,4828572,4878766,4630465,4315298,3553310
2021-11-01T10:05,2935672,4469205,4070396,3679787,3495837,3295049,2363355,3284058,3397336,4042659,4206193,3710149,3902577,2634870,4011206,4199845,4797982,4126145,3823624,3799375,4093416,2701507,3086687,4633972,4136045,2894802,4855828,4606779,6034615,2863866,4473938,4014660,3626982,4663919,3619332
2021-11-01T10:10,4709266,2270136,3971846,2661666,3088054,3122208,3083622,2886457,4099482,3122511,5293057,4127386,4407924,3639237,4517503,5112443,4601885,2905585,2779449,2522633,3811167,4526094,3234951,3928524,4003761,4562415,5856661,2324091,4216531,2122751,3067136,3152516,3626459,4421077,4410383
2021-11-01T10:15,5044805,3327284,3284573,4178421,3862450,2238590,2816110,3058737,2795758,4292472,3565167,3323032,3406848,3935161,2281623,4190697,4363255,3560940,4203496,4418267,2887524,3357998,4502534,3316146,3104044,4368827,3042459,3418688,3795547,2679016,2341149,4387885,5510497,5398531,2632368
2021-11-01T10:20,4831032,3731039,3815929,3040476,3563633,3413231,3810110,4743040,2522220,2967446,3495941,3628903,4077862,3766999,4330170,2868912,4292204,2528887,4740209,3546139,2025053,5290065,3111373,3753217,2239904,3661486,4237001,4371755,3944376,2831964,3866681,3153735,3751168,4490950,2632069
2021-11-01T10:25,2937501,2953187,4355366,2273878,4957614,3755495,2899824,3419740,3990508,5677963,5169788,5253867,4173037,4609777,3366959,3284777,5477614,2457361,2413278,4710860,3340293,4453074,3861574,3077566,3311428,5035331,5487098,3960819,2686308,2953255,2989316,4627267,2479137,4476284,3471361
2021-11-01T10:30,3065817,2792510,5545645,3734721,4718654,2209553,2446916,1960373,3879082,4213032,3655189,3601567,5844375,3833264,4797104,3932163,5148546,3994652,2328110,4196557,2228838,3357217,3412395,4125754,2897724,4129222,5170932,4363394,4187149,1428801,3595355,3935464,4457355,4939206,2583449
2021-11-01T10:35,3056053,4846327,2758697,4621104,3294377,3370721,2733037,3817408,4557456,5034703,5004207,4178751,2778530,4203026,4051920,3479115,3808811,3248993,3170778,3846147,4944597,2343593,4377598,1728154,3735743,4910098,4550767,3063503,4321448,2592448,3615502,3963541,3255483,4324373,4507707
2021-11-01T10:40,3732199,3530149,3783745,4370736,2300067,3653829,3914269,3655072,3081876,3767425,3819449,4380472,4133502,3438598,4040875,4660909,3092937,3552722,2657211,2742962,2526699,4944532,3454932,4643938,3489225,4096805,3459100,3940297,3602523,4452357,4673159,3986114,5589783,5157221,3754106
2021-11-01T10:45,2827273,5353468,4764331,4343864,4092777,3628073,2170779,3135542,3281575,4398089,4121374,5663035,4328873,1775148,2751946,4500054,3916414,3675609,3637785,3200887,2451989,2889269,3027329,3314824,4188245,4084578,6196080,4156857,5041370,3463201,3227695,3102217,5246663,4312568,4643881
2021-11-01T10:50,3706954,3095990,3728010,4215577,2291930,4345727,3252565,3558473,3861490,5828811,5082458,3915146,3851130,3829350,3410563,4379246,3129648,3441233,2132872,4782482,3508470,3710178,3725098,2691558,2878090,4918940,4873277,3324034,3029541,2403029,2458951,3796992,3915528,2872481,3015355
2021-11-01T10:55,3869394,3799330,3123124,2899613,3441773,3323039,2998692,3033986,4236289,4451425,3858899,3188351,3397756,3312233,3285481,4520850,4813628,2511606,3063170,4933322,3061665,4262583,2356227,4286173,2884447,3442195,5072843,3520018,3679384,2249481,4314738,3786068,3774056,4160167,3014721
2021-11-01T11:00,4269127,3599894,4264206,3520715,4069285,3986762,2527173,3736789,2821516,4421321,4588567,5220128,2861906,3289994,3492183,3937399,4208414,3933250,2962624,2161609,2090523,4039322,2778919,5274711,2730067,4044264,4507111,2567532,6302713,2366623,3819719,4690482,4338379,3233652,4723729
2021-11-01T11:05,2657246,2022743,4930999,2887238,3706168,3684081,3339143,6069084,3930144,3921359,3115578,4098695,4595624,3627261,3146225,3066972,3428732,3423744,4383804,3859626,1419819,3602872,2931273,4138684,3101089,5228876,4097875,3000602,4116497,3761620,3766299,2899708,3582678,4289353,3073358
2021-11-01T11:10,3566291,3280105,3498388,3690147,3549714,2630038,3495348,3261876,3392929,3246406,6047193,4118596,4111027,3497198,4627474,5416846,4109704,4518662,3273346,4280354,1449927,4079492,4200577,4922251,2932824,4355664,4558586,3605333,3024356,3360393,3707932,4101432,3921258,3366871,3793762
2021-11-01T11:15,4021369,4414353,3984763,4145465,3508050,3102779,2771745,3627220,4105335,4231125,3843170,3033499,3880742,4271781,3348184,4423984,4504514,2868178,3287951,2665659,3832804,2578576,4017936,2920546,2922923,4099044,4020176,3542321,5458151,2835351,2773293,2596477,4247431,3886135,4448605
2021-11-01T11:20,4281445,3803299,3900147,3602079,3275092,3891636,3487915,3393753,4356656,4713938,3547501,3206219,3708678,3583463,4623515,3623761,3946196,3260279,2933320,2632465,3120090,4164153,4612435,4391897,3165715,3751462,3721078,3914963,5351727,2190961,2949235,4501678,4369661,3858311,4081132
2021-11-01T11:25,3220413,4018245,3676617,3109523,3659124,3682291,2202217,2315570,3691473,3037919,3386013,5210227,4584680,3461019,5063476,3421993,5446630,2975610,3889911,2827246,2325958,3395448,2739180,3471903,3167110,3027672,4868591,3015246,3733906,2299205,4061731,2623113,4684605,3770609,2541150
2021-11-01T11:30,4593818,3301682,4504298,2617341,4753667,4797068,3086080,2481230,3418098,3226792,2259508,3365860,4145778,3165648,5208306,4502385,5652637,3072785,2785316,3487415,3752929,5195848,3222334,3642863,3675522,3383794,3872760,3105076,4993119,2423468,3742302,4036215,3909650,4107760,2723961
2021-11-01T11:35,5073334,3310676,3705283,4132812,5735694,4563725,3042027,4117086,2732212,4233395,2400291,4239400,4350452,3996187,3062553,4795123,4306901,4038925,3152351,4444330,3308974,4002367,3837905,4076490,2470868,3935260,1926911,4148478,4318235,2632305,4571907,4056985,3621224,4384913,4241723
2021-11-01T11:40,6248155,2879957,4142738,2302834,2444418,3115586,3107456,4900610,3614589,3623029,4551947,5083916,3017048,1965891,3861326,4837205,5365746,3596235,3620353,3626831,3125402,4533430,3636753,2755722,3241436,4678280,5040154,3968074,4661891,3756615,4343301,2764118,4876037,4033365,3639280
2021-11-01T11:45,2534297,2538709,3947044,2848701,3564419,2550832,3171825,2688530,3740646,3461417,3765017,4597812,3522133,4418553,2699197,3992624,4749322,2768172,3198841,3797504,2226573,4629427,2402035,2952872,3831639,3395244,4798919,3697079,4263782,3036578,3715503,4776858,3573328,4337264,3271764
2021-11-01T11:50,4314808,2467608,5198786,3987586,3509533,4263004,3781740,3452796,2889373,4363641,3631785,4883785,3014700,3598572,3000613,2713643,3204076,3932648,3747892,4364159,4408684,4013557,2604088,2751978,3842738,3606811,3856919,4704773,5216493,3075814,4104510,2076524,5331311,3371171,4778677
2021-11-01T11:55,4410919,3140739,2959652,3819749,3192311,4451389,4020511,3507131,3367974,3481235,4838356,4978515,4130134,2946341,3700699,4297340,3752711,3669225,3616318,4266985,3277388,3291982,3537769,4900523,3180273,4174896,3526714,3439538,4402193,3108611,3955851,3906469,4635766,4192221,4318679
2021-11-01T12:00,6096993,3154792,3870307,2901702,4209929,3642208,3900693,3377869,2952270,4818794,1877868,4625908,3627848,2741078,4144144,3486393,3513047,3537106,3615903,3265706,4552918,2636799,3780858,2892313,3571301,4332258,5257582,3443381,3198597,2554831,4378160,5362339,3991777,4014550,3452593
2021-11-01T12:05,4490831,2042900,4081863,4436990,3168008,3394918,2969552,4806227,3582509,3935039,3077123,4820009,4244770,3744173,4759787,4522650,3750763,3947224,2561652,2968264,2761554,3985076,2619291,5044570,4092114,3464921,4615076,4369409,3691111,4196866,3208581,4390715,2786114,3500759,3466228
2021-11-01T12:10,4267557,2346816,5042525,3721197,2952187,3860913,4160611,3012526,3493893,4096473,3255959,3165980,4118863,3950945,4071286,4368166,4122748,2485279,2781911,3584133,2944467,2091468,4094511,3413532,4142314,2819171,3599783,4983109,3778606,2666354,3856508,3603941,4038791,2516522,2928207
2021-11-01T12:15,4249370,2978247,3712081,4314674,2933705,4123426,2605321,2469121,2965573,3927418,3371919,5376278,2249137,4434246,4902357,5048761,4934381,3812421,2974121,2756385,3880336,4394633,2594597,3414209,3760194,4399665,4247531,3927512,3779838,2697785,4213622,3236491,3635202,4832627,2715100
2021-11-01T12:20,3463371,3147381,3589395,4650620,3591056,3562776,3414476,3652040,2985846,4729883,3456014,3985240,4514964,3384764,4492880,4382140,4961061,4255067,2427153,3121792,3229222,5568459,3089126,4745790,3810500,3911593,2923855,5034723,4472400,3656823,3260253,3090189,3502975,3376668,2644679
2021-11-01T12:25,3028737,2649363,3145269,3607859,4302298,4375040,3355944,2792412,3802042,3900597,4199796,4214461,3757071,3524429,4610817,4603345,4057921,3080586,3769559,2772475,2470374,3071900,4495967,2828539,4383904,3130169,4664110,4158730,3396044,2719651,3765524,3018251,3887437,3913415,3735092
2021-11-01T12:30,4068471,3567908,3145017,3545697,5016486,2710224,3030807,3021935,3099213,3934971,3309951,2939862,4152548,3826049,3556232,4170763,3485569,3849274,2937631,2686921,3009270,5467595,2929988,2916766,3505666,3841309,4647201,3235263,3762780,2542388,3974739,4200141,4601068,5466112,4386932
2021-11-01T12:35,2773067,3285555,4243158,2677357,4151878,2118094,2700939,4200842,3583458,4539994,4196035,3849790,3127597,2809234,3458397,4125521,4135259,4174139,3049843,4859392,3120455,4129756,2365073,2037158,3159041,4424455,3851906,3703216,3734642,2632575,3141409,2968879,4225811,4636993,4859457
