mtime,AU,BD,BN,BQ,CP,CZ,DP,DZ,EM,EO,EP,ES,FM,FN,FZ,GM,GN,GO,GR,HI,HY,IZ,LU,N,NO,NZ,QT,QY,R,RU,RY,SY,UW,X,XY
2021-11-01T07:35,5003360,3245912,3557765,4634632,4352577,3417670,3413772,2197479,3919991,2766596,2979323,2135045,3209460,2100348,3750161,3463399,3149022,3940627,5081248,3511481,2635055,5175230,2763191,4975664,2421181,2635783,4008322,3515731,3659071,3706718,4287967,3569511,3924423,3317968,3762913
2021-11-01T07:40,4537219,4184377,5490728,2847561,3974319,3555101,2350594,2952837,2502602,3424686,2613314,4651481,6772409,3059248,2702604,4097925,4151008,3804957,2583838,3341788,3242126,2738700,3408256,3271217,3132383,3903645,4239778,2643655,3765549,4579417,3875151,4873323,3356128,2314278,4152502
2021-11-01T07:45,3438213,3877362,4321008,4046191,3761744,2769638,3097517,2000039,4464249,3947205,3417328,5023257,3814769,3147130,3301299,5469925,4625584,4107337,4065462,3167768,3841644,3037962,2576723,4431401,3590951,3583911,3750517,2926214,3687991,4027868,3888287,3127481,3886902,3881991,4831024
2021-11-01T07:50,2797606,3707728,4900862,3229721,2870629,2286387,3852494,3817572,3066391,4484511,2266601,2212328,3925078,3314335,4151601,3242813,4365156,2480470,4037670,3818687,4903466,4088923,3340222,4177758,3171972,3836838,3606824,3343979,3841866,2549994,4235245,2932637,2530152,3377451,3366208
2021-11-01T07:55,3697462,3984819,2149969,3889655,4652904,4837167,3157998,3643586,3698511,4196235,3195698,4798272,4519270,3398821,3789452,3976291,2597792,5272614,4030409,3375434,3502270,3337640,3959999,4373122,3609058,2976320,2782821,3170279,5000150,2746764,5048667,3791188,1974000,4839159,2676120
2021-11-01T08:00,3996739,3875319,3171160,2826383,4338114,4387369,4609941,4406450,4203045,2501411,3986963,3322944,3734995,3746135,4420227,4261742,3350484,3959142,4615476,4266518,4278300,3813164,3755764,3559850,3836416,4097375,4307056,3593422,3773870,3743165,3420574,3645692,2759405,3589153,3856244
2021-11-01T08:05,3469493,3938017,2427179,3197815,4500059,2349165,2807315,3401621,4852122,4549131,4394458,3383943,3333976,4288113,3206370,3933835,3633287,4009868,4820007,2612859,4583739,4109729,3088062,4610904,3940970,3547665,3052995,4242214,3136884,2792544,4329156,4580436,4020237,4123336,4192944
2021-11-01T08:10,3472528,3935807,4750745,3488392,3924605,3910216,4075913,3721493,4820976,4774608,4487518,4817597,3918302,4356753,2467168,3351285,4183506,3739053,3800538,2894144,1924086,4158718,3201648,2359150,1533142,3339419,4754316,2813724,2552421,2013879,2947880,3566371,3090601,2756650,2510204
2021-11-01T08:15,5405425,3308347,3412015,3176179,3239771,3654216,3038211,3868599,3706033,2884147,2446317,2657223,3068902,2940606,3612960,4275714,3160031,4122401,4059305,2486834,3762659,2906653,3187353,4153846,5041129,3340928,3458397,2164727,4064057,4887391,3631783,4566978,2879493,3728229,3481133
2021-11-01T08:20,2304569,4296200,3645290,3330853,4143211,2606886,2406174,2713133,4881742,4154039,2802212,2604090,4558408,3464296,3184995,4452613,2893403,3249164,2816827,3587467,4272569,3324591,3598544,4144223,2798815,3704125,2348631,2641071,2987974,3856445,4402171,3650725,4105707,4059956,3831667
2021-11-01T08:25,2284553,5620867,3752182,3711297,3321441,3140842,5763580,3193630,2590293,4647542,3192917,3011286,4184891,4217936,2815727,3233554,3588543,5206192,3519666,2280293,3272186,4680632,2580936,4418057,2982620,2475979,2821846,2945074,4223461,6371099,3920601,4090675,2957003,4160560,3769044
2021-11-01T08:30,3847141,3493588,3479021,2805418,4962425,3853416,2700388,3146115,4623749,3454506,3679874,2713502,3958426,2045157,3410126,4505378,2974385,4922572,4501587,4008994,4054909,5108222,3695561,3639086,4325592,3609339,4474161,2927391,4072138,3435711,2987356,4082693,2795972,3575595,2846569
2021-11-01T08:35,4187278,3953692,4494902,3249566,5344510,3593622,3604036,2886491,4095357,4649938,3833818,4125045,3941637,3618939,3477549,4580762,3299683,3417620,3498504,2753516,2010980,4422780,4278899,4038271,4374585,4625953,3891344,3155636,4721006,3487964,2590661,5144857,2883421,4341334,4102395
2021-11-01T08:40,3748750,4138736,3156079,3429997,2888257,2322222,4096465,2974263,4599217,4495263,3597828,2960944,4882868,4858678,3994102,4276509,3422251,3840673,4126413,3244805,3328611,4870809,3690016,4852568,2497046,4821900,3943975,5147564,3801528,4006879,4340853,3744100,3081255,4535328,3483380
2021-11-01T08:45,2727315,3589244,3393490,3422512,3174472,4483925,2273602,4204080,4744713,3071122,3541798,3840606,4050096,3030532,2939159,5267353,3121007,4354959,2990179,4309245,4160085,3886715,3692911,4381756,3291514,4902871,3097288,3532557,3614646,2992562,2963650,3298564,3279182,3213458,4888931
2021-11-01T08:50,3891642,5182515,3714755,2141717,3682847,2693801,3653186,4327683,3132199,3732538,3641197,2923270,4132748,2921955,4015229,3039484,3583902,4480780,3905227,3896019,4226490,3211606,4435386,3556547,3170645,4231954,3155376,3628700,4274902,4180941,3278187,2178210,3372153,3587737,2949550
2021-11-01T08:55,5376499,4009171,3817091,3348553,4049110,4439982,4521501,4429795,2880471,3829987,3534877,2593450,4299831,3138132,3938116,5535879,4481837,3705985,3362849,3063486,3526683,4127244,3459477,4094059,2654440,3159083,3692992,3484454,3324198,4661514,3189745,4609424,4354798,3211238,3005456
2021-11-01T09:00,2864096,3513375,2797908,2383337,3467141,2063736,3275638,3003302,4903278,4123598,3086349,4038522,3657127,1834808,3339088,5087993,3347602,3992181,4007827,4018953,2776914,4767273,3358006,4032874,3239673,4716709,3571777,4376619,4659546,4191747,3868063,3887499,3236902,3518219,3119543
2021-11-01T09:05,3187833,5182905,3065777,2615405,5010511,3247495,3234293,4403428,4098001,4269219,2890890,2519299,3886687,3574701,3817923,5277535,3488768,3690780,3092397,4592455,3366161,4793618,3567535,4350211,2849175,4663900,4416490,3196552,5227288,5405302,4267602,4398580,1896497,3258310,2776768
2021-11-01T09:10,2141007,3944008,2635432,2987121,2882581,4106492,2255392,3916476,2479240,4072509,3514032,2936357,3228037,3494205,3618235,4123040,3788690,3752484,4404824,1933287,3313922,5382942,3143518,5069163,1924139,2921132,3916976,5030319,3399725,3947514,3911164,3459360,2514954,3597686,4359141
2021-11-01T09:15,3257247,3693719,2856688,3860347,3315594,4112123,2901758,3413119,2524166,5130572,2913171,2345893,3209611,2857899,3622888,4304819,3114376,2890772,4430172,3210213,4797311,3420397,2831281,2445678,2352370,4023699,3981695,3400945,4529905,4786742,5179774,2582240,2944973,3386450,4540347
2021-11-01T09:20,4101068,4851903,4302887,2819653,4866097,3325690,2061052,2976812,3782979,4651609,3514480,3866600,3779353,3546717,3422719,4057083,5411414,2914839,4088597,3735696,3906022,4199940,4098396,4060479,2829817,4355513,3333688,4489193,2634311,4851141,3330734,5215039,4146963,4154625,3849682
2021-11-01T09:25,3134259,2764768,3566914,4903049,3496518,2867524,2521634,3147004,2038898,3585621,1571974,2545190,4265145,4117794,4877446,3972953,2641689,3285076,3535974,2443577,4222560,2599532,2293799,2793289,3713566,4401471,2319800,2447712,3187689,4083671,4364763,4702807,3860814,3470344,4038081
2021-11-01T09:30,4117922,5455198,4218568,3114439,2430030,2530383,3166557,2903586,4462507,5089760,4013196,3525496,5385127,3592524,3664127,4112833,3764222,4593600,4314244,2664732,4878848,3498889,2611543,5187535,2608294,5018418,3507101,3471958,3709464,3524065,3692860,3363453,3448565,4957455,3679500
2021-11-01T09:35,2743884,4202854,3552524,3029767,4027664,2481386,3074630,2452136,3984503,3800599,4527295,3324137,4265412,2374672,3397738,5362001,3274841,3130957,4632907,5161686,3014021,4625000,4879467,3074619,3460696,3621786,4431077,2460449,3650265,5219042,3393879,3729126,2812786,3526177,4160179
2021-11-01T09:40,3744801,3310519,2788123,2443771,3827440,3380212,2590971,3870018,4935888,2943273,3607274,3455712,3635448,4664769,2824531,2881707,2413207,3204361,3899380,2990962,3828693,2610240,3813534,3488509,3841940,3133795,2108438,3936918,3885149,4017227,3873739,3468764,2519124,4589903,3493477
2021-11-01T09:45,2353837,2696675,2674666,3614111,5177251,3816756,2720290,3376846,4279422,3421640,2863814,5099740,5061159,3362606,3991766,4475169,4326430,4888690,4011063,4048214,2878254,6081045,2280188,5317364,2492658,2601757,2921165,2552607,3759172,3407604,3460993,2930392,2902387,3032341,4186424
2021-11-01T09:50,2742071,4136206,3972070,3498828,3800654,3857443,4969864,3875438,4691023,5553662,3862539,3199976,4186059,2695354,3248041,5052909,3622787,4279304,4850767,3285351,4226481,4027526,3040489,3342930,3522197,3295974,3809480,2638482,4234091,3238519,2993460,4135426,3628324,3411127,3681433
2021-11-01T09:55,3712644,3854546,3718374,2620742,4075679,4113562,3904063,3548014,2840126,3539438,3036965,3423320,3858283,3679760,4022862,5340754,3944019,4361437,3324202,3361878,3234292,3857067,3444267,3791757,3124425,3904626,4313019,3080658,4572303,3133703,3931400,4679176,3670381,4409635,4615319
2021-11-01T10:00,2315947,3516698,2795771,2444675,3687783,3255085,4439222,3474327,3644073,3965242,3637484,3780750,2226719,3526895,2579628,4604663,4466642,4476803,4062021,2528872,3384223,4267576,2767436,3356066,2612780,3513598,3372316,2482013,3290457,4540055,3335554,2725510,3030349,3815100,3591252
2021-11-01T10:05,3132070,5345668,2992233,3087219,3792255,4049686,3837481,3471181,3505047,3413324,2485185,3148640,2696767,4284082,3778663,5856431,4006982,3399442,5050690,3121740,3171217,4304081,2540505,4418700,3372266,4196304,3403907,3316751,4593673,4204104,3511237,3581359,2162326,6071603,3930113
2021-11-01T10:10,4794589,3013517,3763859,2421191,3208370,3067191,2343023,3872369,3358005,4641134,2783896,2651859,2835007,4470322,2417092,5380246,3265902,4585916,3929858,2301294,5663324,4486931,2747457,3512596,2792443,4322485,3088004,3225697,4028122,4472101,3098177,4577457,2456359,4213143,4076251
2021-11-01T10:15,3448289,4150782,3233932,2961135,3745665,3991944,3307669,2937627,3686992,3120425,3393940,4020330,3546449,4202055,4745614,3527028,3742456,4154929,4666379,4646674,3662283,4269234,3094610,4039737,3056455,4168803,2284681,2407524,4597915,4254666,3455196,3683339,4536037,2697495,4732129
2021-11-01T10:20,3807213,4352016,4856423,3983169,2989340,2475091,3590448,3732389,4703874,4300652,2185750,3591941,3793639,3679757,1539273,4392405,3797013,2237130,3060691,3753034,2669113,3476525,3166905,3007208,3977928,4414407,3868428,3672277,3858081,3550647,3153705,4733978,2690332,3906516,4180433
2021-11-01T10:25,3422746,4496199,2847135,3546551,4476358,3174140,3457022,2151857,3701238,3216171,2051423,2445617,2541920,2718846,2469303,2557136,4161849,4483993,4167448,3722074,3681338,3512571,4307326,5021361,2713083,3031114,3003156,3942746,3320186,3307755,4180739,4090539,3148935,4142279,4719261
2021-11-01T10:30,3795207,4415930,4207712,3330599,4568030,4587370,3671846,4855940,5390478,4374061,2827777,3109407,4028953,3800891,3267236,5596340,3267513,4898366,3258016,3533064,2966672,3887183,2994875,2011921,3299736,3721579,4077691,2761063,3693298,4450369,5200525,4081084,2561783,5290154,2499673
2021-11-01T10:35,3557927,3349789,3486708,4221511,5845951,1903617,2619288,2922478,5019740,4077523,4209852,2650212,2598955,2860264,3082973,3941540,3971603,2123340,2957690,3942849,3503466,3882603,3269925,5028643,2556996,3571324,2725297,3564703,3213264,3206107,4116256,4278353,2947736,4038579,2458071
2021-11-01T10:40,3845731,3919563,3304718,3338489,5055261,2361641,3555876,3452567,3635574,4234362,2731560,3975029,4420651,3048151,3682574,3417568,2399540,3989567,3946018,3499344,3254540,2850946,3745474,2831888,2988787,4830174,2599754,4159270,3827427,4099410,3555897,4111696,3001073,3046016,4044961
2021-11-01T10:45,2939284,5104794,3012963,3341132,4383759,3267640,3769268,2399122,2893546,3946871,3098466,5704992,3853693,3628860,2850420,5231353,3740720,3918909,4004546,2800234,4005669,2539383,1873608,4780278,3369384,3959459,3276049,3818605,4995012,3417972,6253213,2769343,1294624,1975210,4089083
2021-11-01T10:50,4258179,4646388,2977130,3247092,4081617,4279649,3579226,3710128,2723971,4772017,3563012,4521049,4546511,3607371,3466252,4426045,3009492,3925284,4421151,3566523,3040128,3656459,4241409,4325049,3438974,3337927,4122824,3515002,3771569,3530655,3331190,3927766,3151731,3638482,3246471
2021-11-01T10:55,4079484,4131680,3023791,2649027,3247844,3530965,4439526,3335017,4191099,3600534,3223546,4208998,4884605,2814300,4201125,4000810,3449186,4009006,2429645,3839607,3089138,3332206,4435497,3717316,2045134,3658226,3097502,3843527,4198397,3667816,4594563,4091314,3159084,3694063,3175796
2021-11-01T11:00,3967137,4057920,3880378,3696428,3447333,3541553,1917700,3833213,3163534,4104154,3060819,3394337,3611736,3772710,2978460,4196915,3405215,3255186,4333966,3019723,3908119,3840237,2780025,2756071,3597821,4803376,3956413,2135667,4738388,3948416,3807799,4001264,3429340,4588387,3350546
2021-11-01T11:05,3149199,3066640,1673204,3409183,4575299,2892413,4913932,4655985,3317212,3345108,3376095,3220627,3596153,3426667,4846522,2997035,3988581,4776940,4099307,4414467,4120010,2957393,2836652,3132953,3210612,4004304,3434384,3518515,4287481,3834159,3701770,2247688,3754458,3462685,3017035
2021-11-01T11:10,4693414,4386138,3370691,2551323,2992704,2317846,3118786,3307332,3904031,4991927,1934541,2964188,3777575,2536961,4482682,4401466,3961680,4320705,4211910,2603586,3597543,4992873,1897123,4684507,3004610,3914405,4921354,2612583,2259331,4056379,4369256,4577004,3580083,3697845,3805919
2021-11-01T11:15,3788680,4120673,3061705,4407752,4316208,2153533,2552459,3108536,4812869,4177836,3563367,3631495,3108205,2412066,3865960,4139517,3251657,3126311,3998786,2839953,2901309,2547565,3327412,4088277,2886443,3145156,3130986,2922992,4227715,3985115,5120072,3040329,3095132,3049547,2755357
2021-11-01T11:20,3616875,2664715,3931968,3318388,3481437,3510770,2580289,1567441,3666279,4378014,4648275,2685751,3904408,3948469,3955224,3592940,3452966,4125346,2991482,2783762,4200739,4428737,4251290,3383790,3523017,2390783,4129589,4663784,4158501,3853386,4205420,3081813,3616755,3436697,3176471
2021-11-01T11:25,3681989,3660618,4119793,1971481,2683216,2767835,3511853,3120812,3919581,3498771,2238090,4412711,4033676,2838716,4381606,4816690,2398297,2837600,4279038,5283319,3638052,3108513,2764805,3566815,4544810,3176107,2361316,3462082,2739974,4585127,3183423,4154026,2724936,4562999,4720667
2021-11-01T11:30,5322890,2928697,3323592,3118053,2302328,4130998,3768942,3363955,5350637,2648432,1654839,3993996,3511876,4112425,3890050,3043192,4605122,3043717,4590830,3572282,4907513,3533143,3355518,3544040,2661561,2804130,2753238,2291167,3132607,4276039,2757792,3943547,2944552,3973077,3753921
2021-11-01T11:35,4578062,4590029,4789238,1670983,2981101,2627358,3688734,4006083,3219949,4534117,4799828,4103512,4774923,4010802,3997273,4327390,2372229,3491210,3219668,4822461,4238287,3811772,4060437,3816831,2671258,5036250,2783742,3300804,4099701,4559937,3462125,4296476,2747401,2913674,3820138
2021-11-01T11:40,2734488,3683254,4269796,2960909,4056615,2275263,3287919,3443120,3642007,2881040,1948540,2270169,4085558,3690023,2715671,3001137,3574043,4456986,5158724,4106691,4476333,2811580,2796572,2872530,2886367,3575699,2293770,2937096,4111149,4195636,4345046,3987277,1710780,2554078,3169246
2021-11-01T11:45,3381163,4348744,3647434,2966792,3745823,2715657,3970688,2964674,3189364,4149657,3629149,2927788,4766825,3906559,3485632,3174160,3579166,2702648,4396300,2823955,2660824,3502879,3132083,4170700,2591602,4159418,3398780,2973649,4576648,3934397,4717947,4319421,2932413,4527649,4078522
2021-11-01T11:50,3675026,4988157,3377295,3201991,4116934,4071280,3247314,3714067,4398608,3983164,3790018,2740512,3633554,3161174,2521012,3513712,3050508,2684816,4883733,4047494,3505652,4405629,3622592,3359624,3346044,4031700,3293405,4613811,4446823,4312033,3398451,3526098,2347072,3160255,4785437
2021-11-01T11:55,4077734,2813887,4319298,4058348,3658990,3734653,3358727,4666227,4448426,3127836,3369857,1494930,4005467,4140060,3652233,3991992,5728281,3298615,4678927,3772295,2639678,3868209,3651372,5495863,3058674,3252841,4212927,4049699,2971407,4568805,4543499,5620734,3337974,3366405,3551491
2021-11-01T12:00,3329263,2538938,3091857,3683870,3265689,4813943,4067486,2913191,3822126,3686576,2372723,2990380,3452040,3137968,3599085,4734567,4311838,2698249,4625619,2830908,4565235,3499826,3575914,3768436,1944230,3225455,3945168,2211515,4393040,3368684,3134357,4420918,2745951,4057284,3672485
2021-11-01T12:05,4202016,4253899,4169405,4179641,4895811,2539572,3777717,3511665,3707829,5345884,2807971,4445078,3728159,2744522,4215920,5052471,3618441,3909108,4322145,4193186,3791341,4282065,2515908,3222545,2716231,4396327,3232102,4168754,4429224,4298762,4315058,2834177,3748189,4027362,3696865
2021-11-01T12:10,3850188,3938289,2662907,1883960,3921628,3998393,5162560,3299476,4427825,5673444,3484910,2783863,3005398,3285815,4565462,4085714,4137638,3512615,3790336,4841362,2483497,3638423,4002265,4464951,3775313,2954711,2627631,3766722,4003660,2703655,3836939,3625191,3421864,4613872,4056315
2021-11-01T12:15,3448796,3571295,4137692,3415849,5398724,2671967,4268129,2336511,3233216,3411727,2085255,3159641,3437322,4165131,3647734,3359167,3277273,3336119,5503142,4153147,3052213,2019825,3211405,2591874,3741317,3650242,2765139,3376386,4889304,3807302,2555588,4219496,3248558,4705037,3738371
2021-11-01T12:20,4723989,4407456,4402001,3617832,4088871,4048847,3011453,3751686,3092172,2902261,3085059,3566570,3209843,3309826,3465642,4461357,2568329,4693259,2962001,2712479,4174629,4136226,3432459,3527076,3476572,4126358,4027296,3297079,3973522,2293032,3550503,3600506,4345662,3508712,3593184
2021-11-01T12:25,4278788,3007254,3766225,3341530,2161643,3370168,4158992,4294453,3812342,4191860,3137480,2940597,4201705,4163510,3234750,2994061,3129643,4153955,4183586,3804849,3428129,3670318,2601505,4714808,2064280,4611486,4581584,4964147,3585295,4768022,4197461,4252383,3590376,3716704,3508731
2021-11-01T12:30,4481977,4450881,3468519,3366036,4436967,3582729,3527356,4060707,4497944,5565068,2988895,2808085,3748574,3982659,4038073,4085103,3627425,3622290,3764128,3469931,3271508,2920589,3340078,5715918,3204262,3796728,3116075,3544710,4623060,3768713,4039305,3848747,3467203,3161714,2463882
2021-11-01T12:35,3609872,5326772,3492658,4137983,3876476,3325464,3285158,2755850,3004059,2926223,2504560,3324047,4818806,3939534,4009941,4126203,4763362,2851849,4563834,3690197,3873121,3686943,2873707,5962364,3785326,3840595,3696138,2905496,4850083,3706738,3042276,4619884,2973330,3840911,4025280
