mtime,AG,AH,AK,BR,BY,DG,DK,DZ,FH,FX,G,GR,GX,HI,HP,HQ,JN,JW,LQ,LR,MR,MV,OR,OT,OW,PS,PV,QZ,S,SZ,TW,UV,UX,UY,WY
2021-11-01T07:35,3888102,3067485,4786121,3961463,4448330,2775661,3692489,5332423,3810786,5017544,3731918,3325068,4618278,2798768,3210376,4369322,4132674,4329759,3521029,4104082,2360196,3528811,3250496,3664700,4949057,3937624,4497219,2651776,4814232,3122620,3414025,3898832,3212985,3768623,2844406
2021-11-01T07:40,5673899,2309084,4400918,5251525,3745815,3097686,4917092,4157947,3222377,3108203,4050044,1678123,2890758,3269619,3006792,3624401,4930840,3873611,3706511,4662976,3496581,4033426,3361588,3324102,4218875,3328228,3448087,3511691,4036811,2915756,3978957,3332396,3012826,4484678,3885689
2021-11-01T07:45,3960922,3386612,3622744,3040253,3383941,3870048,4469106,3802420,4359435,2991275,3070485,3582678,3688831,3703618,3897630,3490878,4581738,3353504,4576181,2934898,1581771,3728128,4386001,2756058,4780024,4266015,2442700,3076675,3766957,2043053,2256608,3617987,3397454,4156148,3871087
2021-11-01T07:50,3285650,3987351,3643269,3021558,2846963,3225711,3782290,4589970,3770582,5044122,3743173,3236379,3492999,3508091,4539892,4685181,2674116,3322397,4421877,4907019,2768859,2579681,2184404,2696802,4332161,3215896,4209844,3228016,5172914,2763682,2849537,2927792,3480456,3776184,4695430
2021-11-01T07:55,2646146,3840860,3163582,3689819,3577968,2671428,3588520,5018207,4629572,2553993,3407452,3377130,3794626,3067728,3204560,5219647,5551955,4255664,3009541,3337116,3412141,3787578,3045786,3723729,4902332,3574566,3405560,2817903,5265886,3152512,4015639,4442316,4153235,3530831,2616208
2021-11-01T08:00,5673651,2632362,4302591,3510119,2913026,3236264,4058624,4363398,4925738,3318186,4439817,3299488,3851132,3689703,2779609,4761972,3484763,3885293,3665617,3603848,2915270,3151532,3728327,2320324,4905274,3565349,4437219,4014455,3397904,4172252,4184973,2740944,3271277,3894932,3754320
2021-11-01T08:05,2509161,3428971,2765221,3225274,3855174,2963397,4197283,4862086,4761817,3802481,3059601,4342095,3496551,4925797,4517313,4991992,4205194,4404644,3415189,4010598,3259940,3805283,3960239,2800861,2931865,3317301,2408704,4729806,3481019,4510681,3230896,2964540,3937104,2698234,5857179
2021-11-01T08:10,5016706,2000695,2725278,3932157,3712729,3243172,5880146,4764531,3572241,3103629,4240847,4212298,4835935,3634444,4136706,3919244,3727338,4779879,4943486,3523879,3483865,5138933,2449079,2051872,2614762,2188256,3432929,3415540,4417870,2687116,5108243,2802263,3240599,3442405,5290971
2021-11-01T08:15,4349514,2670042,3367234,4667492,4206839,2558420,3820657,2699206,4745437,4589421,3244726,3825064,1522543,4232363,4839712,4237724,2982944,3874386,3950606,3372863,3766802,2668113,3366549,3120520,3950194,2697722,4330824,3333284,3036521,3596309,3906808,3259885,5247955,3644044,4827940
2021-11-01T08:20,4896423,2995920,2119022,3523148,4099764,2214348,4925443,3748619,3129797,2550038,4326010,3709433,3630849,2618626,3401638,3442464,3699732,3510878,3838076,5091397,3284413,4471108,3093607,3776104,4154146,4732217,4690364,5097311,4014673,1785281,4507295,2628284,3868320,4050312,2961825
2021-11-01T08:25,4927896,2329684,3010548,3551558,2694067,3429280,5532497,3702552,3279321,3581437,3195435,3353450,4176473,3392408,5212384,4048011,4473633,4184254,3982960,3735376,4286465,3680436,3886976,4812278,4104261,4009366,3994702,2459095,2326734,3803488,4352658,3594999,2950180,2719005,3368997
2021-11-01T08:30,3766933,2333081,3050646,3568918,5093641,1611922,4112572,5106313,3150490,3600114,4123807,3392930,3922180,3382284,3666947,3930943,3462353,4286995,4012599,5554654,4284717,3452354,1840949,2974769,3958010,3006515,2338276,3563208,4214272,3485297,3606851,3644672,3514972,3946079,3355719
2021-11-01T08:35,5891866,3328581,4508480,3685567,3701345,3277583,3075147,3161938,4486821,2824097,3716727,4134673,3964653,4073349,3405454,2925445,3985636,3584689,3220543,3018406,4341265,2736541,4235859,3688368,3638218,4375643,3999536,4154947,4748616,2611343,3695594,2700614,2495014,3583223,4114944
2021-11-01T08:40,3742784,2563184,3607010,2319507,2318791,3040606,3246161,3430747,3524826,2673109,5820421,3756430,4206317,3689060,3066887,2716139,4108805,4304190,4913742,3909663,2709131,4268275,1905151,3889489,3991466,4118726,4092114,3693315,4205008,2774871,3936037,4356822,4309416,4961407,3941019
2021-11-01T08:45,4264443,2344813,3632579,4533173,4941021,2488331,5537946,4144638,4605191,4392769,4291536,2862713,4494563,4026904,3585610,3071232,5419552,3804234,3479763,3512350,3411695,3440643,3872130,3257544,3733104,4163174,4795188,1820067,3724432,3418229,3503210,3989291,3060337,4055352,3893690
2021-11-01T08:50,3049237,2766494,3016557,3100483,4073304,2449344,4483448,2895280,3495358,3477837,5775239,2235692,6234330,4452707,3180112,4682463,4964139,3032278,3538318,3549487,3036465,4597558,1783022,2957445,3974647,3107523,5364947,2998059,4208108,2992599,4447162,3984579,2539383,3887600,3858112
2021-11-01T08:55,2965124,2838554,2634232,4433268,3067542,2674532,4629796,2956783,2863610,2676283,4232042,3579279,4187691,2553877,3522821,3667124,3697164,3377993,4701129,3037554,3743598,2806098,5254044,3365504,4617858,3883209,3958343,3475048,3379398,4123948,3996192,3186956,5539181,3078540,3919817
2021-11-01T09:00,5060592,3235208,2976811,4050230,4201125,2499295,4588345,5107737,2750238,4653767,3932778,3560433,3606802,3814009,4180131,3776043,4165298,5230599,5081355,3167421,3310539,3509380,3925854,3472909,4656701,2434587,4640571,2785999,4703730,3396096,3115334,4727982,3675587,3146048,3200265
2021-11-01T09:05,4239678,3199809,4182822,2078240,4135255,1729108,3379640,3990743,5083418,4004903,3820710,2639786,5050303,3122761,2087641,3994175,3773942,3004865,4137534,4078554,5427463,3848022,3347757,3894196,4365927,2739022,4805892,3258467,4000467,3984145,5119284,5044554,3147630,3892972,5359065
2021-11-01T09:10,3722708,3608812,4446634,3792519,2883984,2465890,4098321,4764765,4779390,2802557,4548214,4969859,3386401,3928517,3086977,4529667,6355470,4079836,4463198,3462299,3402864,2936842,2917038,3083646,4288035,2034063,5612469,1622267,3730836,3608725,3976875,4189733,4055269,5216344,4330357
2021-11-01T09:15,3818091,3522869,3637330,3185527,3984627,3131585,3888027,3850888,2902345,3365721,3896076,2130234,4669945,4878386,5159112,4719891,5216607,4167745,4264666,2987854,2402409,3953638,3753526,3309978,4984797,3972345,5632870,4021090,3526340,3890249,3700286,4012926,3797748,4355371,5539901
2021-11-01T09:20,4213047,3151877,2700414,4211677,2622551,4069078,4084722,3974351,3542787,3344473,4778035,3736472,3983182,4679103,3540084,2907248,4617211,3818005,4138296,3386871,3404959,3671377,3863658,3345791,5267404,4184020,4830924,3846948,3089883,3987889,4442082,2064441,2754389,4958549,5839499
2021-11-01T09:25,4558605,2405797,4803913,3715364,4024781,3083606,4610334,3113528,3860533,3522032,3154135,2796586,3223681,3073116,4203476,4486201,3059724,3788570,2583792,4158323,3414451,4558567,3805531,2917821,4670054,4186847,3643389,3537160,4521280,2749246,3695146,3250319,3305845,3136551,2905299
2021-11-01T09:30,4853490,3207995,2783516,2184101,3431823,3048578,3211138,3786478,3394158,2808755,3210111,3877269,2957422,3721389,3589726,2970628,3810999,4179829,3859406,3374683,4814252,3622648,3213359,2388636,3300353,2718873,4701245,3345727,3800573,3000176,4340340,3047694,2705617,4680629,2662148
2021-11-01T09:35,4657717,4543657,2996761,3751554,4523598,2635981,4288086,4563521,3326573,2362319,3991899,3018153,2497061,2640041,3787805,3870167,4358042,2755790,5138689,4410103,4252024,4962126,2944892,2965150,3393721,4193800,4396169,3478300,4312703,3354210,3049602,3870318,2606624,4131776,3939615
2021-11-01T09:40,3938267,3584164,3108504,3642175,4351456,2748510,4552970,4771138,4138116,2936209,3212388,3035339,4897903,4737405,4522739,2334904,3634665,3565164,4618242,4278304,3692908,4097504,3712580,3321017,4776618,3939845,4215270,2485422,4276547,3766306,3406004,3687830,3752939,4719245,5138918
2021-11-01T09:45,4554509,3097834,3298592,3789462,2830337,2766160,4144212,4913463,3888888,3206207,4238788,2990195,5032083,3507720,3568643,3330801,4589054,3732087,4032564,3906433,3064421,4592624,3085245,3164669,5910387,3830772,6641144,2838131,3999476,4049938,5190330,3588757,3898959,4636311,3792563
2021-11-01T09:50,3366047,2690347,3325312,3970460,3748169,2874218,4658386,4032558,3238455,4579305,4112640,3679352,4670013,3334789,3863800,2365823,5142177,3473760,3197874,3368014,3077711,4694669,3232901,2774237,4003563,2499619,3818741,4207874,4232007,3320258,3901803,3055652,4131860,3664216,2893641
2021-11-01T09:55,3015226,2611202,2801332,4902609,3248132,2046369,5333665,4595974,4581749,3194677,3261755,3796972,4719333,4075583,4241160,3511624,3678205,4016045,2237119,4988087,4498278,3642938,2735806,3571556,3740006,3929864,3835371,3505069,4830215,2731551,5004807,2084612,3850743,3995489,3674987
2021-11-01T10:00,4450807,2717819,3465604,3796530,3476836,2743053,5362876,4039126,4167560,4470429,4104760,4019264,2680824,5107196,3037957,4776143,4798997,3390250,3706897,2615601,3816918,4878629,3205235,3670824,3834819,3513365,4858656,3349757,4684360,3907816,3285654,3881034,4858471,3499939,4613233
2021-11-01T10:05,4386832,2736816,3613336,4579413,4435367,2017735,4562843,2984972,5653321,2426159,3974161,3972064,2869922,2909217,4467220,3519480,4146139,3132696,3600254,4204310,3074165,4067593,3819083,3664719,2858064,3381283,5076492,2850226,4859749,3647686,4295166,4920551,2984551,4539508,4627159
2021-11-01T10:10,4995753,2773401,2683344,3833318,3336907,2758450,4167168,3815955,2966900,2909800,3023045,4268267,4275292,4299154,4007913,3378581,4497790,4272732,4024254,4381243,4836700,4114142,3558625,2586194,3239561,4343997,4562095,3101235,4428923,2869707,4516819,2732173,3733328,3022530,3345859
2021-11-01T10:15,3999624,3691222,4134407,3828443,4309453,2926285,4534600,2803301,3780611,3028046,3747889,2991170,2881819,4053338,3720364,4161326,4348037,3850527,4050086,2896150,3276912,4705782,3031128,3473101,2815822,2460581,4920091,3247175,4424612,2736022,3491873,4227023,5180683,5078825,4403003
2021-11-01T10:20,5071999,2877923,3364172,4337083,4067016,3440762,4148321,3224446,4584082,2720326,5409558,3111709,4452103,3442653,3717064,4699276,3858529,4541349,4070369,2487879,5190048,2726362,4664543,3759970,3947596,3206419,4269980,3003086,3406000,2511989,4053005,3331780,3691623,3926562,4395997
2021-11-01T10:25,4351412,4030189,4619425,3866484,4261725,2838048,3759953,3055814,2920359,3267047,3935717,2154803,3112865,3064745,3480070,4017408,4988897,3274213,5711779,3012875,4285649,4135400,2812485,2680611,3297466,3202339,3395467,3924019,5411575,3092569,3667635,3627110,3023792,2852971,4217981
2021-11-01T10:30,3980828,2658148,4218470,3769966,4487096,2707027,3631468,4014501,4687393,3908405,3683637,3344588,5131259,2747064,4535936,3569651,4244649,5790351,2850276,4279042,4042939,3948468,2723518,4954640,4325179,2616739,5985770,1863768,3412853,3796650,3464547,3213720,4031243,3408811,3385727
2021-11-01T10:35,3338760,3479741,3079862,4360976,2832346,2313928,5759109,4053196,4819062,3695632,2679660,2574133,4158280,4201022,2908819,2682052,4761762,4790242,4126114,3748588,2945525,3955094,3676279,3022772,4011298,3781614,3942089,2699512,4508419,3232778,4346789,4387333,3318580,5068219,4074055
2021-11-01T10:40,3627911,2760844,4914713,2730249,3743200,3213752,4598690,3871219,5495557,3284225,3925246,3437727,3100637,3022268,3957105,3152868,3674052,4670053,4378203,4194816,3592595,4202684,3435741,2432327,4494363,2661510,4389766,2574022,2940039,3274465,2449292,3680384,4264142,3482119,4138480
2021-11-01T10:45,4913287,3161715,3369446,4090239,2635692,3349402,3370115,2175469,2373877,2772288,3110969,3420668,3338676,3638140,3266440,4172318,3074025,3133888,5290989,3738562,1976497,3569166,4115124,3527445,3944537,3363239,4394754,4139388,4051623,1900310,4242074,3114438,3265331,3596831,3609761
2021-11-01T10:50,4189490,3360078,3341322,2948968,5006302,3330295,3314439,3063771,4226976,2381514,3662892,3990428,5061846,4632190,3670791,4381895,5165256,3289252,3859629,5008021,3309934,4745470,3592633,4568980,3893129,3522935,3985428,3313197,4141671,2975475,3932600,3237292,3408714,4079829,4761714
2021-11-01T10:55,4626399,4695458,3455864,2976557,2825661,2294798,4740876,3429386,3099633,2458016,3316296,3458080,4726757,2795741,3678100,4334816,5169103,5582453,4086459,3103877,3040066,2632127,3556973,2960371,3656757,2940762,3285112,4071270,4657871,2247981,3449134,2370605,4547769,3961175,5111502
2021-11-01T11:00,3956061,2942453,2909937,3678614,3779976,2797605,4853494,3677706,4893171,2956398,4592421,3893171,5444964,3880876,4919164,4093029,3268466,1890193,3181433,3971418,3674522,4095704,2989469,1990020,3814765,3607526,3633971,2039521,3208246,4636218,3456448,3652051,4295199,3568545,4978386
2021-11-01T11:05,3710579,3260452,3885239,4468454,3884184,2724564,3565019,4054878,3755880,3927873,4344745,3734904,3945053,3985184,4224632,3891434,5009649,3429639,3260785,2678851,2957066,3191539,3319831,4884163,2913202,4193239,3513880,3205425,4447027,3122051,3400921,3945770,3652127,4751624,3180516
2021-11-01T11:10,5283813,2133295,4168595,3562072,2859086,2173412,4343686,3716985,4664968,2777371,4322148,4045531,6120287,4395338,3905336,3578106,3625943,2902644,3116361,3618159,2386165,2872325,4169290,2704967,4694663,4760248,3288804,4342758,4530265,2730806,3138001,2354594,1861345,4606083,3722380
2021-11-01T11:15,2997553,2730858,3412802,4227131,4174732,3273833,3626965,3709598,4592387,4649747,3641658,3254153,3220430,3768432,2936727,4191887,4814411,3040149,4027217,2423101,3044821,2745936,2903616,3685836,4182175,2970131,4094406,2773302,3759521,2490923,4923177,3250589,3219480,5017987,3717143
2021-11-01T11:20,3525532,2745729,3550114,2724906,2973281,3073971,4943821,4032854,2950229,3373576,3976646,4155676,4426244,3861449,3337937,5072847,3859450,4918054,3419541,3912684,2702843,4511471,3553597,5275614,3765991,2909550,5041338,3046794,4005537,2959231,5508626,4135149,3391674,4483245,4147944
2021-11-01T11:25,3563865,1820558,1776315,5325417,5432916,2824168,4642363,4564635,3795661,3179757,4555956,3504231,3346182,4458787,3217433,3838113,3729481,4193912,3425940,2632633,3338888,3733277,2442915,4334039,3544553,4332150,5552321,2363924,5117103,2435637,3980707,3796395,4100673,3074109,4444606
2021-11-01T11:30,3774968,3758840,2984203,4641945,3484311,2222171,5028608,3049942,3382351,2336037,5119263,4530114,3445767,4193260,1948868,3473225,3475249,3345560,4340697,4064101,3186046,3508176,2970898,3413700,6635818,3105207,5338698,3294949,3572100,4407290,3952865,3715178,4428250,1514498,3992641
2021-11-01T11:35,3649181,3101289,3475041,2462426,3151977,3157071,4657773,3799143,3445920,5182409,3131933,4400045,4250752,3506903,3186715,4141923,3489824,4060271,3717412,4492805,3124192,5028083,4177330,1518250,4245748,3046316,4488750,2993068,3339209,3724260,3568026,3660933,3237190,3685393,4216358
2021-11-01T11:40,4908714,2225664,3231356,2100911,5567158,2594891,3480848,3828200,3818220,2243402,3814655,3323589,3780518,3394946,6284523,4333278,2705681,2272356,4220602,3518487,4454421,3916502,2808373,2123038,3489782,3450513,3337408,4310646,4199812,1624270,3689864,3589125,4016778,3496373,3853366
2021-11-01T11:45,5134040,1867827,2301770,3364481,2409264,2305528,4103130,3810745,3577159,3794007,2814286,4755060,4447197,4317223,4063374,2974287,4704730,3569012,4345511,4706600,3411127,3856238,3449033,4389162,4351692,3932661,4206441,3240915,3502180,3392609,3218197,4077987,2903920,3424127,4130869
2021-11-01T11:50,4248384,2622841,3149939,3216632,4563291,4693040,3869981,4628267,3525173,4094572,3962439,2663775,4249400,3196528,3448578,3468505,4838920,2823569,2844952,2779005,2942189,3660067,3339006,2859324,3186785,3059870,3424866,3680879,3214460,3354084,4235162,2968149,3335865,3415010,4930518
2021-11-01T11:55,3047102,1942919,4096259,3206872,4210679,1673492,6099787,4341154,3380917,3230514,4019480,3690028,3625592,4118120,3214618,2788395,3782364,4236432,3526192,4149871,3676561,4486716,4092318,3563467,5453021,2651436,3940115,3063008,3454731,3369610,2710323,2898776,4038876,4549305,2726062
2021-11-01T12:00,3944875,3197807,3553945,3509050,4766325,1625797,4181305,3718922,4461278,3205325,3777814,3287931,4308978,2571809,2932170,4848569,3725788,3279932,4808479,3306549,2512184,4519757,2356066,1964124,3709864,3897038,5541894,4140860,3578388,2346878,4457717,2787471,3297890,5198923,3347275
2021-11-01T12:05,4846000,3044733,3085988,3398641,4396438,3455985,3147950,4378997,2639159,2738863,3977936,3854895,4745672,3787537,4146504,4247471,4254203,2860448,4259581,4096996,3032589,7142642,2835347,4387218,3677271,4050539,5953968,4754732,3823977,3199373,4528071,3706323,4152690,2788943,3508172
2021-11-01T12:10,4271135,2618602,4010711,4261559,3346303,3351906,5798119,3363443,4037553,3522740,3292037,4008544,3833854,4456760,3582643,3211232,3848391,4137129,4455071,3667389,2813734,3460469,2559327,3801231,3719510,3033793,3258218,3381278,3762122,4065168,3830721,2531951,4491249,4402535,3417356
2021-11-01T12:15,3855127,4428813,4453751,4239769,3004819,2948610,3289199,2567162,2940067,4107368,3433700,3903169,4967279,3715763,2589347,3961077,3669781,4683411,4567980,4294499,3608608,3893586,4287262,3564492,3985831,4695432,2853638,4319243,4047766,3084167,3770969,4227811,3738749,4517219,3538515
2021-11-01T12:20,4031163,2745762,5490143,2974472,3668215,3674594,3190508,3206814,2885428,2821684,3629850,3711077,4444484,3381283,3421917,3768804,3233270,2101021,4220950,3358174,3572853,3842880,2626880,2532096,4952882,4893721,4709976,3144083,3383754,3806196,2755055,2976266,3765145,2903898,3771150
2021-11-01T12:25,3308053,3240216,3932812,3106957,4140639,2469695,4339876,4438394,4170412,2897548,3046255,3213344,4996905,2719300,3554582,5397589,3729755,3569162,3129205,4199312,3386201,5419103,2775694,2399959,3837740,2815909,5188809,3129558,4127009,4202221,4347520,2809433,3803813,2888022,4420209
2021-11-01T12:30,3799546,3941703,3926640,4863014,2640194,3215931,3839276,3623755,4005659,2343465,3404649,5336192,4644528,2908448,4859145,3113563,3929927,2483726,3498289,4390082,3429048,5004426,1692947,2629130,3157814,4853093,4313624,3806174,4568629,3379887,4756194,3231856,2892711,3797569,4284464
2021-11-01T12:35,3542897,3998174,4019049,3364950,4656334,4298621,4945389,2531749,2123676,3085520,4465777,4110144,4093219,3074111,2919534,3369737,3912394,6086989,3652109,2191699,3361950,3746858,2740893,2328943,4518976,3353262,4811160,2725924,3072597,2390493,3898292,4020000,3394166,3641157,4552993
